"","region","watershed","plot","subplot","individual","ramet","dbh","height","family","genus","epithet","code","NewPlotCode","Trat","Number","Trans","Perm"
"5590","ValleMagdalena","Huila","T2P2",3,"43",1,"6.1","9","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5591","ValleMagdalena","Huila","T2P2",4,"44",1,"3","7","LAURACEAE","Lauraceae","sp7","Laursp7","T2P2","H-T2P2",1,"Low","High"
"5592","ValleMagdalena","Huila","T2P2",4,"45",1,"2.8","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5593","ValleMagdalena","Huila","T2P2",4,"46",1,"2.6","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5594","ValleMagdalena","Huila","T2P2",4,"47",1,"4.9","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5595","ValleMagdalena","Huila","T2P2",4,"48",1,"10.2","10","MYRTACEAE","Eugenia","venezuelencis","Eugevene","T2P2","H-T2P2",1,"Low","High"
"5596","ValleMagdalena","Huila","T2P2",4,"49",1,"3.5","6","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5597","ValleMagdalena","Huila","T2P2",4,"50",1,"3","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5598","ValleMagdalena","Huila","T2P2",4,"51",1,"3","4","MALPIGHIACEAE","Bunchosia","pseudonitida","Buncpseu","T2P2","H-T2P2",1,"Low","High"
"5599","ValleMagdalena","Huila","T2P2",4,"52",1,"13.8","6","VERBENACEAE","Petrea","pubescens","Petrpube","T2P2","H-T2P2",1,"Low","High"
"5600","ValleMagdalena","Huila","T2P2",4,"53",1,"9.4","10","SALICACEAE","Casearia","corymbosa","Casecory","T2P2","H-T2P2",1,"Low","High"
"5601","ValleMagdalena","Huila","T2P2",4,"54",1,"2.6","4","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5602","ValleMagdalena","Huila","T2P2",4,"55",1,"2.8","5","CLUSIACEAE","Clusia","sp1","Clussp1","T2P2","H-T2P2",1,"Low","High"
"5603","ValleMagdalena","Huila","T2P2",4,"56",1,"11.9","14","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5604","ValleMagdalena","Huila","T2P2",4,"58",1,"6.7","10","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5605","ValleMagdalena","Huila","T2P2",4,"60",1,"5.5","6","RUTACEAE","Zanthoxylum","acuminatum","Zantacum","T2P2","H-T2P2",1,"Low","High"
"5606","ValleMagdalena","Huila","T2P2",4,"61",1,"28.2","15","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5607","ValleMagdalena","Huila","T2P2",4,"63",1,"8.6","10","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5608","ValleMagdalena","Huila","T2P2",4,"64",1,"3.9","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5609","ValleMagdalena","Huila","T2P2",4,"65",1,"11.2","13","RUTACEAE","Amyris","pinnata","Amyrpinn","T2P2","H-T2P2",1,"Low","High"
"5610","ValleMagdalena","Huila","T2P2",5,"66",1,"14","15","VERBENACEAE","Petrea","pubescens","Petrpube","T2P2","H-T2P2",1,"Low","High"
"5611","ValleMagdalena","Huila","T2P2",5,"67",1,"6","9","RUTACEAE","Zanthoxylum","acuminatum","Zantacum","T2P2","H-T2P2",1,"Low","High"
"5612","ValleMagdalena","Huila","T2P2",5,"67A",2,"5.2","8","RUTACEAE","Amyris","pinnata","Amyrpinn","T2P2","H-T2P2",1,"Low","High"
"5613","ValleMagdalena","Huila","T2P2",5,"67B",3,"4","8","RUTACEAE","Amyris","pinnata","Amyrpinn","T2P2","H-T2P2",1,"Low","High"
"5614","ValleMagdalena","Huila","T2P2",5,"68",1,"3.5","7","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5615","ValleMagdalena","Huila","T2P2",5,"69",1,"2.7","6","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5616","ValleMagdalena","Huila","T2P2",5,"70",1,"3","5","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5617","ValleMagdalena","Huila","T2P2",5,"71",1,"3.7","6","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5618","ValleMagdalena","Huila","T2P2",5,"72",1,"4.5","8","SALICACEAE","Casearia","corymbosa","Casecory","T2P2","H-T2P2",1,"Low","High"
"5619","ValleMagdalena","Huila","T2P2",6,"73",1,"8.8","14","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5620","ValleMagdalena","Huila","T2P2",6,"74",1,"6.4","7","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5621","ValleMagdalena","Huila","T2P2",6,"75",1,"3.3","6","ARALIACEAE","Dendropanax","arboreus","Dendarbo","T2P2","H-T2P2",1,"Low","High"
"5622","ValleMagdalena","Huila","T2P2",6,"79",1,"17","15","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5623","ValleMagdalena","Huila","T2P2",6,"80",1,"22.5","12","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5624","ValleMagdalena","Huila","T2P2",6,"81",1,"3.6","7","VERBENACEAE","Petrea","pubescens","Petrpube","T2P2","H-T2P2",1,"Low","High"
"5625","ValleMagdalena","Huila","T2P2",6,"82",1,"11.8","10","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5626","ValleMagdalena","Huila","T2P2",6,"85",1,"20.2","13","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5627","ValleMagdalena","Huila","T2P2",6,"85A",2,"5","6","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5628","ValleMagdalena","Huila","T2P2",6,"86",1,"3.3","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5629","ValleMagdalena","Huila","T2P2",6,"87",1,"8.2","9","MELASTOMATACEAE","Miconia","spicellata","Micospic","T2P2","H-T2P2",1,"Low","High"
"5630","ValleMagdalena","Huila","T2P2",6,"88",1,"2.9","5","ERYTHROXYLACEAE","Erythroxylum","macrophyllum","Erytmacr","T2P2","H-T2P2",1,"Low","High"
"5631","ValleMagdalena","Huila","T2P2",6,"88A",2,"2.6","4.5","ERYTHROXYLACEAE","Erythroxylum","macrophyllum","Erytmacr","T2P2","H-T2P2",1,"Low","High"
"5632","ValleMagdalena","Huila","T2P2",6,"89",1,"2.9","5","SAPINDACEAE","Dilodendron","costaricense","Dilocost","T2P2","H-T2P2",1,"Low","High"
"5633","ValleMagdalena","Huila","T2P2",6,"91",1,"3.5","5","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5634","ValleMagdalena","Huila","T2P2",6,"91A",2,"2.8","3","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5635","ValleMagdalena","Huila","T2P2",7,"92",1,"57.9","15","ARECACEAE","Attalea","butyracea","Attabuty","T2P2","H-T2P2",1,"Low","High"
"5636","ValleMagdalena","Huila","T2P2",7,"93",1,"4","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5637","ValleMagdalena","Huila","T2P2",7,"94",1,"3.2","6","ERYTHROXYLACEAE","Erythroxylum","macrophyllum","Erytmacr","T2P2","H-T2P2",1,"Low","High"
"5638","ValleMagdalena","Huila","T2P2",7,"95",1,"11.5","10","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5639","ValleMagdalena","Huila","T2P2",7,"95A",2,"6.9","6","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5640","ValleMagdalena","Huila","T2P2",7,"96",1,"3.5","4","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5641","ValleMagdalena","Huila","T2P2",7,"97",1,"3.2","5","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5642","ValleMagdalena","Huila","T2P2",7,"98",1,"4.2","6","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5643","ValleMagdalena","Huila","T2P2",7,"99",1,"8.7","9","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5644","ValleMagdalena","Huila","T2P2",7,"99A",2,"4.6","7","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5645","ValleMagdalena","Huila","T2P2",7,"99B",3,"3.6","5","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5646","ValleMagdalena","Huila","T2P2",7,"100",1,"42","16","ANACARDIACEAE","Spondias","sp","Sponsp","T2P2","H-T2P2",1,"Low","High"
"5647","ValleMagdalena","Huila","T2P2",7,"101",1,"6.3","4","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5648","ValleMagdalena","Huila","T2P2",7,"102",1,"5.5","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5649","ValleMagdalena","Huila","T2P2",7,"103",1,"5.1","8","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5650","ValleMagdalena","Huila","T2P2",7,"104",1,"7.5","9","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5651","ValleMagdalena","Huila","T2P2",7,"105",1,"3.5","4","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5652","ValleMagdalena","Huila","T2P2",7,"106",1,"5.8","7","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5653","ValleMagdalena","Huila","T2P2",7,"107",1,"3.6","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5654","ValleMagdalena","Huila","T2P2",7,"108",1,"2.7","4","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5655","ValleMagdalena","Huila","T2P2",8,"109",1,"9.3","9","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5656","ValleMagdalena","Huila","T2P2",8,"110",1,"6.5","6","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5657","ValleMagdalena","Huila","T2P2",8,"111",1,"4.5","6","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5658","ValleMagdalena","Huila","T2P2",8,"112",1,"5.6","8","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5659","ValleMagdalena","Huila","T2P2",8,"113",1,"2.9","5","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5660","ValleMagdalena","Huila","T2P2",8,"114",1,"6.7","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5661","ValleMagdalena","Huila","T2P2",8,"115",1,"5.4","5","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5662","ValleMagdalena","Huila","T2P2",8,"116",1,"14.5","12","RUBIACEAE","Genipa","americana","Geniamer","T2P2","H-T2P2",1,"Low","High"
"5663","ValleMagdalena","Huila","T2P2",8,"116A",2,"4.3","","RUBIACEAE","Genipa","americana","Geniamer","T2P2","H-T2P2",1,"Low","High"
"5664","ValleMagdalena","Huila","T2P2",8,"117",1,"8.5","7","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5665","ValleMagdalena","Huila","T2P2",8,"118",1,"5.3","6","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5666","ValleMagdalena","Huila","T2P2",8,"119",1,"3.8","5","MYRTACEAE","Eugenia","biflora","Eugebifl","T2P2","H-T2P2",1,"Low","High"
"5667","ValleMagdalena","Huila","T2P2",8,"120",1,"8.5","9","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5668","ValleMagdalena","Huila","T2P2",8,"121",1,"4.4","6","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5669","ValleMagdalena","Huila","T2P2",8,"122",1,"7.5","9","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5670","ValleMagdalena","Huila","T2P2",8,"123",1,"9","10","VERBENACEAE","Petrea","pubescens","Petrpube","T2P2","H-T2P2",1,"Low","High"
"5671","ValleMagdalena","Huila","T2P2",8,"124",1,"4.6","6","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5672","ValleMagdalena","Huila","T2P2",8,"125",1,"8.5","7","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5673","ValleMagdalena","Huila","T2P2",8,"126",1,"3","7","LAURACEAE","Lauraceae","sp7","Laursp7","T2P2","H-T2P2",1,"Low","High"
"5674","ValleMagdalena","Huila","T2P2",8,"127",1,"4.3","","MYRTACEAE","Eugenia","biflora","Eugebifl","T2P2","H-T2P2",1,"Low","High"
"5675","ValleMagdalena","Huila","T2P2",8,"128",1,"5.5","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5676","ValleMagdalena","Huila","T2P2",8,"129",1,"4.4","8","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5677","ValleMagdalena","Huila","T2P2",9,"130",1,"26.8","16","RUBIACEAE","Genipa","americana","Geniamer","T2P2","H-T2P2",1,"Low","High"
"5678","ValleMagdalena","Huila","T2P2",9,"131",1,"5.3","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5679","ValleMagdalena","Huila","T2P2",9,"132",1,"3.4","4","SALICACEAE","Casearia","corymbosa","Casecory","T2P2","H-T2P2",1,"Low","High"
"5680","ValleMagdalena","Huila","T2P2",9,"133",1,"4.4","8","RUBIACEAE","Chomelia","spinosa","Chomspin","T2P2","H-T2P2",1,"Low","High"
"5681","ValleMagdalena","Huila","T2P2",9,"134",1,"9.4","12","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5682","ValleMagdalena","Huila","T2P2",9,"135",1,"3.7","5","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5683","ValleMagdalena","Huila","T2P2",9,"136",1,"3.4","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5684","ValleMagdalena","Huila","T2P2",9,"137",1,"4","6","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5685","ValleMagdalena","Huila","T2P2",9,"138",1,"6","7","FABACEAE","Swartzia","sp4","Swarsp4","T2P2","H-T2P2",1,"Low","High"
"5686","ValleMagdalena","Huila","T2P2",9,"139",1,"3","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5687","ValleMagdalena","Huila","T2P2",9,"140",1,"14.5","15","VERBENACEAE","Petrea","pubescens","Petrpube","T2P2","H-T2P2",1,"Low","High"
"5688","ValleMagdalena","Huila","T2P2",9,"141",1,"5","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5689","ValleMagdalena","Huila","T2P2",9,"141A",2,"3.1","3","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5690","ValleMagdalena","Huila","T2P2",9,"142",1,"3.3","5","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5691","ValleMagdalena","Huila","T2P2",9,"143",1,"11.3","12","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5692","ValleMagdalena","Huila","T2P2",9,"144",1,"14.6","10","VERBENACEAE","Petrea","pubescens","Petrpube","T2P2","H-T2P2",1,"Low","High"
"5693","ValleMagdalena","Huila","T2P2",9,"145",1,"3.6","4","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5694","ValleMagdalena","Huila","T2P2",9,"146",1,"5","6","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5695","ValleMagdalena","Huila","T2P2",9,"147",1,"8.8","5","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5696","ValleMagdalena","Huila","T2P2",10,"148",1,"3.2","4","FABACEAE","Machaerium","capote","Machcapo","T2P2","H-T2P2",1,"Low","High"
"5697","ValleMagdalena","Huila","T2P2",10,"149",1,"4.2","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5698","ValleMagdalena","Huila","T2P2",10,"150",1,"5","5","SAPINDACEAE","Allophylus","sp","Allosp","T2P2","H-T2P2",1,"Low","High"
"5699","ValleMagdalena","Huila","T2P2",10,"151",1,"10.5","13","RUTACEAE","Amyris","pinnata","Amyrpinn","T2P2","H-T2P2",1,"Low","High"
"5700","ValleMagdalena","Huila","T2P2",10,"152",1,"42.1","16","ANACARDIACEAE","Spondias","sp","Sponsp","T2P2","H-T2P2",1,"Low","High"
"5701","ValleMagdalena","Huila","T2P2",10,"153",1,"3.2","4","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5702","ValleMagdalena","Huila","T2P2",10,"154",1,"18.7","15","MYRTACEAE","Eugenia","biflora","Eugebifl","T2P2","H-T2P2",1,"Low","High"
"5703","ValleMagdalena","Huila","T2P2",10,"155",1,"3","5","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5704","ValleMagdalena","Huila","T2P2",10,"156",1,"3.6","8","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5705","ValleMagdalena","Huila","T2P2",10,"157",1,"3","5","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5706","ValleMagdalena","Huila","T2P2",10,"158",1,"7.8","7","SALICACEAE","Casearia","sylvestris","Casesylv","T2P2","H-T2P2",1,"Low","High"
"5707","ValleMagdalena","Huila","T2P2",10,"159",1,"16.6","10","SALICACEAE","Banara","ibaguensis","Banaibag","T2P2","H-T2P2",1,"Low","High"
"5708","ValleMagdalena","Huila","T2P2",10,"160",1,"3.3","5","LAURACEAE","Lauraceae","sp7","Laursp7","T2P2","H-T2P2",1,"Low","High"
"5709","ValleMagdalena","Huila","T2P2",10,"161",1,"2.7","5","LAURACEAE","Lauraceae","sp7","Laursp7","T2P2","H-T2P2",1,"Low","High"
"5710","ValleMagdalena","Huila","T2P2",10,"162",1,"8.2","8","ERYTHROXYLACEAE","Erythroxylum","macrophyllum","Erytmacr","T2P2","H-T2P2",1,"Low","High"
"5711","ValleMagdalena","Huila","T2P2",10,"163",1,"3.3","5","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5712","ValleMagdalena","Huila","T2P2",10,"164",1,"5.8","7","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5713","ValleMagdalena","Huila","T2P2",10,"165",1,"8.3","12","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5714","ValleMagdalena","Huila","T2P2",10,"166",1,"8.5","14","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5715","ValleMagdalena","Huila","T2P2",10,"167",1,"2.9","6","MYRTACEAE","Eugenia","florida","Eugeflor","T2P2","H-T2P2",1,"Low","High"
"5716","ValleMagdalena","Huila","T2P2",10,"168",1,"2.9","5","LAURACEAE","Lauraceae","sp7","Laursp7","T2P2","H-T2P2",1,"Low","High"
"5717","ValleMagdalena","Huila","T2P2",10,"169",1,"13.6","10","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P2","H-T2P2",1,"Low","High"
"5718","ValleMagdalena","Huila","T2P2",10,"170",1,"3","4","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5719","ValleMagdalena","Huila","T2P2",10,"171",1,"2.7","3","MYRTACEAE","Myrcia","sp","Myrcsp","T2P2","H-T2P2",1,"Low","High"
"5720","ValleMagdalena","Huila","T2P2",10,"172",1,"","","ERYTHROXYLACEAE","Erythroxylum","macrophyllum","Erytmacr","T2P2","H-T2P2",1,"Low","High"
"5721","ValleMagdalena","Huila","T2P3",1,"1",1,"7","7","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5722","ValleMagdalena","Huila","T2P3",1,"2",1,"11","9","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5723","ValleMagdalena","Huila","T2P3",1,"2A",2,"10.4","9","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5724","ValleMagdalena","Huila","T2P3",1,"2B",3,"4.2","5","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5725","ValleMagdalena","Huila","T2P3",1,"3",1,"2.6","3","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5726","ValleMagdalena","Huila","T2P3",1,"4",1,"2.5","4","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5727","ValleMagdalena","Huila","T2P3",1,"5",1,"4","6","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5728","ValleMagdalena","Huila","T2P3",1,"6",1,"2.5","3","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5729","ValleMagdalena","Huila","T2P3",1,"7",1,"2.5","2","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5730","ValleMagdalena","Huila","T2P3",1,"8",1,"3.3","5","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5731","ValleMagdalena","Huila","T2P3",1,"9",1,"2.9","3","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5732","ValleMagdalena","Huila","T2P3",1,"10",1,"10","10","MORACEAE","Maclura","tinctoria","Macltinc","T2P3","H-T2P3",1,"Low","Low"
"5733","ValleMagdalena","Huila","T2P3",1,"11",1,"4","5","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5734","ValleMagdalena","Huila","T2P3",1,"12",1,"7","9","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5735","ValleMagdalena","Huila","T2P3",1,"13",1,"23.5","13","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P3","H-T2P3",1,"Low","Low"
"5736","ValleMagdalena","Huila","T2P3",2,"15",1,"19.2","12","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5737","ValleMagdalena","Huila","T2P3",2,"16",1,"3.4","3","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5738","ValleMagdalena","Huila","T2P3",2,"17",1,"4","3","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5739","ValleMagdalena","Huila","T2P3",2,"18",1,"4.5","4","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5740","ValleMagdalena","Huila","T2P3",2,"19",1,"4.9","8","MYRTACEAE","Eugenia","venezuelencis","Eugevene","T2P3","H-T2P3",1,"Low","Low"
"5741","ValleMagdalena","Huila","T2P3",2,"20",1,"21","16","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5742","ValleMagdalena","Huila","T2P3",2,"21",1,"48.8","13","FABACEAE","Machaerium","capote","Machcapo","T2P3","H-T2P3",1,"Low","Low"
"5743","ValleMagdalena","Huila","T2P3",2,"21A",2,"30.8","13","FABACEAE","Machaerium","capote","Machcapo","T2P3","H-T2P3",1,"Low","Low"
"5744","ValleMagdalena","Huila","T2P3",2,"22",1,"7.9","7","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5745","ValleMagdalena","Huila","T2P3",2,"23",1,"36.5","15","SAPINDACEAE","Sapindus","saponaria","Sapisapo","T2P3","H-T2P3",1,"Low","Low"
"5746","ValleMagdalena","Huila","T2P3",2,"24",1,"17.8","16","MALVACEAE","Pachira","subandina","Pachsuba","T2P3","H-T2P3",1,"Low","Low"
"5747","ValleMagdalena","Huila","T2P3",2,"25",1,"2.7","4","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5748","ValleMagdalena","Huila","T2P3",2,"26",1,"6.4","6","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5749","ValleMagdalena","Huila","T2P3",2,"27",1,"10.5","12","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5750","ValleMagdalena","Huila","T2P3",2,"28",1,"3.5","5","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5751","ValleMagdalena","Huila","T2P3",2,"29",1,"4.3","7","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5752","ValleMagdalena","Huila","T2P3",2,"30",1,"6.3","6","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5753","ValleMagdalena","Huila","T2P3",2,"30A",2,"4","5","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5754","ValleMagdalena","Huila","T2P3",2,"31",1,"7.2","7","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5755","ValleMagdalena","Huila","T2P3",3,"32",1,"6","6","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5756","ValleMagdalena","Huila","T2P3",3,"33",1,"4.1","4","MYRTACEAE","Eugenia","venezuelencis","Eugevene","T2P3","H-T2P3",1,"Low","Low"
"5757","ValleMagdalena","Huila","T2P3",3,"35",1,"4.5","7","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
"5758","ValleMagdalena","Huila","T2P3",3,"36",1,"6.8","7","MYRTACEAE","Eugenia","procera","Eugeproc","T2P3","H-T2P3",1,"Low","Low"
